2332,2521,7073,9775,5976,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,2521,11338,9775,5976,5725,27161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,10643,5725,29110,7073,10644,27161,54890,389421,5465,7072,10642,6426,3014,11338,51493,4076,23264,27327,3183,4609,7422,9444,2521,79727,8148,8087,2130,4343,4313,9775,55421,5976,598,2332,26191,54487,47,,,
54487,7073,10642,5976,2332,6426,51493,389421,2130,11338,10643,1994,3183,4076,4609,9444,9513,2521,23264,27327,55421,10644,79727,9775,5725,,,,,,,,,,,,,,,,
9513,11338,10643,2521,6426,1994,10644,2130,9775,10642,5976,2332,389421,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389421,3183,7073,5976,9775,54487,7072,4609,2521,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,9775,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,5976,11338,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54487,27327,5976,2521,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,5725,389421,7073,9775,5976,2332,54487,6426,2521,79727,9513,7072,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,23264,79727,10643,389421,10644,1994,2332,10642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,54487,6426,5976,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2332,5725,7073,11338,3183,6426,1994,23264,79727,7072,9775,4609,2130,2521,4343,54487,389421,8087,,,,,,,,,,,,,,,,,,,,,,
5976,2332,4609,2521,11338,3183,10643,389421,9775,7072,10644,79727,5725,10642,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,4609,5976,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,3183,1994,9775,5976,54487,2521,7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,6426,9775,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,5725,4609,10643,7073,7072,11338,10644,6426,1994,3183,10642,9775,5976,2332,23264,54487,,,,,,,,,,,,,,,,,,,,,,,,
5976,9775,54487,4609,2521,11338,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,10644,1994,10642,6426,9775,5976,51493,2332,4076,4609,23264,2521,8148,79727,2130,4343,10643,,,,,,,,,,,,,,,,,,,,,,,
233908,110809,20382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,5976,11338,5725,3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,11338,3183,1994,9513,23264,79727,9775,5725,7073,54487,8087,10643,389421,5976,2332,4609,10644,2521,6426,51493,10642,,,,,,,,,,,,,,,,,,,
5976,2521,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,1994,2521,55421,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233908,56195,110809,20382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,9775,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,79727,4609,1994,3183,2521,2130,55421,9775,10643,389421,9513,7072,10644,10642,7073,8087,4076,5976,2332,23264,,,,,,,,,,,,,,,,,,,,
5725,5976,9775,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2332,1994,3183,51493,55421,9775,4076,54487,4343,23264,27327,79727,7072,10643,389421,10644,4609,7073,2521,11338,10642,,,,,,,,,,,,,,,,,,,
4609,11338,9775,6426,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,54487,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,5976,9775,7474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,4076,23264,389421,79727,11338,3183,1994,5976,10644,2332,7073,9775,54487,2521,6426,51493,9513,7072,8148,,,,,,,,,,,,,,,,,,,,,
110809,233908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54487,5725,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,11338,6426,9775,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,3183,7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10642,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,2521,7073,8087,10642,4076,5976,2332,27327,23264,6426,79727,11338,8148,2130,3183,1994,4343,10643,389421,9775,9513,7072,54487,10644,,,,,,,,,,,,,,,,
4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,4076,51493,4609,5976,54487,2332,2521,11338,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56195,233908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79727,5725,2521,11338,5976,9775,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10644,23264,79727,10642,4609,9444,2521,11338,51493,5728,5976,2332,1994,3183,7422,10643,389421,9775,,,,,,,,,,,,,,,,,,,,,,,
9775,4609,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54487,11338,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10642,5976,4609,3183,2521,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,2521,10642,11338,1994,8148,9775,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79727,2521,11338,3183,5976,5725,10642,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183,1994,9775,23264,54487,2130,5976,2332,79727,4609,10643,2521,10644,5725,7073,11338,10642,,,,,,,,,,,,,,,,,,,,,,,,
11338,2521,9775,5976,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,1994,5976,2332,2521,9775,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,6426,54487,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,11338,10644,3183,9775,5976,2332,54487,5725,2521,7073,10643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,4609,2521,5976,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2332,11338,3183,7073,9775,54487,10643,389421,7072,10644,2130,4609,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,5976,9775,6426,54487,4609,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,5976,3183,10642,7073,9775,23264,6426,54487,7072,2130,10643,4609,2521,10644,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,5976,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,2521,5725,5976,9775,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,11338,1994,5976,9775,2521,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,3183,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,10642,2521,11338,3183,9775,10643,10644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,3183,9775,10643,389421,5725,7073,2521,10644,7072,4076,10642,27327,23264,79727,8087,8148,2130,4343,11338,5976,,,,,,,,,,,,,,,,,,,,
5976,11338,9775,9444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,9775,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,2130,10642,2332,23264,79727,2521,10643,389421,6426,10644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,11338,6426,4609,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,6426,3183,4076,5976,9775,79727,54487,4609,2521,10642,5725,7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,3183,23264,4609,2521,79727,9775,10643,389421,7073,5976,2332,10644,10642,,,,,,,,,,,,,,,,,,,,,,,,,,,
389421,11338,5976,9775,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,11338,3183,5976,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,9775,2521,5976,10644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,2521,5725,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,11338,2521,2332,3183,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,11338,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,10643,9775,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,7073,7072,11338,3183,2521,9775,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10643,51493,2521,10644,8148,10642,11338,5976,2332,5725,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,7072,7073,10644,9775,55421,54487,10642,6426,51493,5976,9444,2332,2521,8148,2130,4343,23264,11338,10643,389421,79727,5725,3183,,,,,,,,,,,,,,,,,
9775,5976,7073,11338,2521,3183,6426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,10643,9513,7072,11338,10644,5725,23264,1994,7073,79727,10642,9775,5976,2332,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79727,54487,2521,5976,10643,389421,11338,10644,5725,1994,7073,10642,4076,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,5976,11338,3183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,7073,11338,3183,5976,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,54487,2521,5976,5725,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,10642,5725,389421,2521,2130,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2332,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,2521,9775,389421,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3184,5725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,3183,9775,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79727,11338,3183,9444,2521,5976,9775,54487,10643,7073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,11338,3183,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,2521,5976,2332,11338,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7073,6426,11338,3183,2521,9775,54487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,9775,54487,5725,7073,2521,79727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11338,9775,5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976,2521,9775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23264,11338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
